ID flightNo intDepDate time dayInterval holiday tid price rate
5311 CZ324 20150105 13 0 weekday 0 1657 high
5312 CZ323 20150106 21 1 weekday 0 950 low
5313 CZ324 20150106 13 1 weekday 0 423 low
5314 CZ323 20150107 21 2 weekday 0 950 low
5315 CZ324 20150107 13 2 weekday 0 423 low
5316 CZ324 20150108 13 3 weekday 0 423 low
5317 CZ323 20150108 21 3 weekday 0 950 low
5318 CZ324 20150109 13 4 weekend 0 669 low
5319 CZ323 20150109 21 4 weekend 0 964 low
5320 CZ324 20150110 13 5 weekend 0 423 low
5321 CZ323 20150110 21 5 weekend 0 950 low
5322 CZ324 20150111 13 6 weekend 0 560 low
5323 CZ323 20150111 21 6 weekend 0 1260 high
5324 CZ324 20150112 13 7 weekday 0 1010 low
5325 CZ323 20150112 21 7 weekday 0 1260 high
5326 CZ324 20150113 13 8 weekday 0 1328 high
5327 CZ323 20150113 21 8 weekday 0 1260 high
5328 CZ324 20150114 13 9 weekday 0 554 low
5329 CZ323 20150114 21 9 weekday 0 950 low
5330 CZ323 20150105 21 0 weekday 1 950 low
5331 CZ324 20150105 13 0 weekday 1 1665 high
5332 CZ323 20150106 21 1 weekday 1 935 low
5333 CZ324 20150106 13 1 weekday 1 423 low
5334 CZ323 20150107 21 2 weekday 1 935 low
5335 CZ324 20150107 13 2 weekday 1 423 low
5336 CZ324 20150108 13 3 weekday 1 423 low
5337 CZ323 20150108 21 3 weekday 1 935 low
5338 CZ324 20150109 13 4 weekend 1 672 low
5339 CZ323 20150109 21 4 weekend 1 935 low
5340 CZ324 20150110 13 5 weekend 1 423 low
5341 CZ323 20150110 21 5 weekend 1 935 low
5342 CZ324 20150111 13 6 weekend 1 672 low
5343 CZ323 20150111 21 6 weekend 1 1239 high
5344 CZ324 20150112 13 7 weekday 1 1003 low
5345 CZ323 20150112 21 7 weekday 1 1239 high
5346 CZ324 20150113 13 8 weekday 1 1334 high
5347 CZ323 20150113 21 8 weekday 1 1239 high
5348 CZ324 20150114 13 9 weekday 1 554 low
5349 CZ323 20150114 21 9 weekday 1 777 low
5350 CZ323 20150105 21 0 weekday 2 950 low
5351 CZ324 20150105 13 0 weekday 2 1860 high
5352 CZ323 20150106 21 1 weekday 2 937 low
5353 CZ324 20150106 13 1 weekday 2 1343 high
5354 CZ323 20150107 21 2 weekday 2 775 low
5355 CZ324 20150107 13 2 weekday 2 420 low
5356 CZ324 20150108 13 3 weekday 2 420 low
5357 CZ323 20150108 21 3 weekday 2 937 low
5358 CZ324 20150109 13 4 weekend 2 657 low
5359 CZ323 20150109 21 4 weekend 2 933 low
5360 CZ324 20150110 13 5 weekend 2 430 low
5361 CZ323 20150110 21 5 weekend 2 937 low
5362 CZ324 20150111 13 6 weekend 2 655 low
5363 CZ323 20150111 21 6 weekend 2 1241 high
5364 CZ324 20150112 13 7 weekday 2 970 low
5365 CZ323 20150112 21 7 weekday 2 1241 high
5366 CZ324 20150113 13 8 weekday 2 1275 high
5367 CZ323 20150113 21 8 weekday 2 1241 high
5368 CZ324 20150114 13 9 weekday 2 560 low
5369 CZ323 20150114 21 9 weekday 2 1241 high
5370 CZ324 20150105 13 0 weekday 3 780 low
5371 CZ323 20150106 21 1 weekday 3 937 low
5372 CZ324 20150106 13 1 weekday 3 1850 high
5373 CZ323 20150107 21 2 weekday 3 775 low
5374 CZ324 20150107 13 2 weekday 3 420 low
5375 CZ323 20150108 21 3 weekday 3 937 low
5376 CZ324 20150108 13 3 weekday 3 420 low
5377 CZ324 20150109 13 4 weekend 3 662 low
5378 CZ323 20150109 21 4 weekend 3 933 low
5379 CZ324 20150110 13 5 weekend 3 662 low
5380 CZ323 20150110 21 5 weekend 3 937 low
5381 CZ324 20150111 13 6 weekend 3 733 low
5382 CZ323 20150111 21 6 weekend 3 1241 high
5383 CZ324 20150112 13 7 weekday 3 974 low
5384 CZ323 20150112 21 7 weekday 3 1241 high
5385 CZ324 20150113 13 8 weekday 3 1273 high
5386 CZ323 20150113 21 8 weekday 3 1241 high
5387 CZ324 20150114 13 9 weekday 3 654 low
5388 CZ323 20150114 21 9 weekday 3 1241 high
5389 CZ323 20150106 21 0 weekday 0 1190 low
5390 CZ324 20150106 13 0 weekday 0 1629 high
5391 CZ323 20150107 21 1 weekday 0 790 low
5392 CZ324 20150107 13 1 weekday 0 423 low
5393 CZ323 20150108 21 2 weekday 0 950 low
5394 CZ324 20150108 13 2 weekday 0 423 low
5395 CZ323 20150109 21 3 weekend 0 964 low
5396 CZ324 20150109 13 3 weekend 0 669 low
5397 CZ324 20150110 13 4 weekend 0 669 low
5398 CZ323 20150110 21 4 weekend 0 943 low
5399 CZ324 20150111 13 5 weekend 0 1120 low
5400 CZ323 20150111 21 5 weekend 0 1260 high
5401 CZ324 20150112 13 6 weekday 0 1000 low
5402 CZ323 20150112 21 6 weekday 0 1256 high
5403 CZ324 20150113 13 7 weekday 0 1301 high
5404 CZ323 20150113 21 7 weekday 0 1256 high
5405 CZ324 20150114 13 8 weekday 0 669 low
5406 CZ323 20150114 21 8 weekday 0 1256 high
5407 CZ324 20150115 13 9 weekday 0 1208 high
5408 CZ323 20150115 21 9 weekday 0 802 low
5409 CZ323 20150106 21 0 weekday 1 1295 high
5410 CZ324 20150106 13 0 weekday 1 1305 high
5411 CZ323 20150107 21 1 weekday 1 779 low
5412 CZ324 20150107 13 1 weekday 1 425 low
5413 CZ324 20150108 13 2 weekday 1 425 low
5414 CZ323 20150108 21 2 weekday 1 937 low
5415 CZ323 20150109 21 3 weekend 1 937 low
5416 CZ324 20150109 13 3 weekend 1 669 low
5417 CZ324 20150110 13 4 weekend 1 669 low
5418 CZ323 20150110 21 4 weekend 1 937 low
5419 CZ324 20150111 13 5 weekend 1 989 low
5420 CZ323 20150111 21 5 weekend 1 1241 high
5421 CZ324 20150112 13 6 weekday 1 989 low
5422 CZ323 20150112 21 6 weekday 1 1241 high
5423 CZ324 20150113 13 7 weekday 1 1294 high
5424 CZ323 20150113 21 7 weekday 1 1241 high
5425 CZ324 20150114 13 8 weekday 1 672 low
5426 CZ323 20150114 21 8 weekday 1 1241 high
5427 CZ324 20150115 13 9 weekday 1 1215 high
5428 CZ323 20150115 21 9 weekday 1 779 low
5429 CZ323 20150106 21 0 weekday 2 1035 low
5430 CZ324 20150106 13 0 weekday 2 1860 high
5431 CZ323 20150107 21 1 weekday 2 779 low
5432 CZ324 20150107 13 1 weekday 2 420 low
5433 CZ323 20150108 21 2 weekday 2 937 low
5434 CZ324 20150108 13 2 weekday 2 420 low
5435 CZ323 20150109 21 3 weekend 2 937 low
5436 CZ324 20150109 13 3 weekend 2 649 low
5437 CZ324 20150110 13 4 weekend 2 420 low
5438 CZ323 20150110 21 4 weekend 2 937 low
5439 CZ324 20150111 13 5 weekend 2 1108 low
5440 CZ323 20150111 21 5 weekend 2 1240 high
5441 CZ324 20150112 13 6 weekday 2 969 low
5442 CZ323 20150112 21 6 weekday 2 1240 high
5443 CZ324 20150113 13 7 weekday 2 1252 high
5444 CZ323 20150113 21 7 weekday 2 1238 high
5445 CZ324 20150114 13 8 weekday 2 652 low
5446 CZ323 20150114 21 8 weekday 2 1238 high
5447 CZ324 20150115 13 9 weekday 2 1177 low
5448 CZ323 20150115 21 9 weekday 2 1238 high
5449 CZ323 20150107 21 1 weekday 3 937 low
5450 CZ324 20150107 13 1 weekday 3 1832 high
5451 CZ323 20150108 21 2 weekday 3 937 low
5452 CZ324 20150108 13 2 weekday 3 420 low
5453 CZ324 20150109 13 3 weekend 3 661 low
5454 CZ323 20150109 21 3 weekend 3 937 low
5455 CZ324 20150110 13 4 weekend 3 420 low
5456 CZ323 20150110 21 4 weekend 3 937 low
5457 CZ324 20150111 13 5 weekend 3 808 low
5458 CZ323 20150111 21 5 weekend 3 1241 high
5459 CZ324 20150112 13 6 weekday 3 974 low
5460 CZ323 20150112 21 6 weekday 3 1241 high
5461 CZ324 20150113 13 7 weekday 3 974 low
5462 CZ323 20150113 21 7 weekday 3 1233 high
5463 CZ324 20150114 13 8 weekday 3 659 low
5464 CZ323 20150114 21 8 weekday 3 1241 high
5465 CZ324 20150115 13 9 weekday 3 1010 low
5466 CZ323 20150115 21 9 weekday 3 1241 high
5467 CZ323 20150107 21 0 weekday 0 964 low
5468 CZ324 20150107 13 0 weekday 0 1620 high
5469 CZ323 20150108 21 1 weekday 0 950 low
5470 CZ324 20150108 13 1 weekday 0 668 low
5471 CZ323 20150109 21 2 weekend 0 950 low
5472 CZ324 20150109 13 2 weekend 0 770 low
5473 CZ324 20150110 13 3 weekend 0 668 low
5474 CZ323 20150110 21 3 weekend 0 950 low
5475 CZ324 20150111 13 4 weekend 0 828 low
5476 CZ323 20150111 21 4 weekend 0 1260 high
5477 CZ324 20150112 13 5 weekday 0 997 low
5478 CZ323 20150112 21 5 weekday 0 1260 high
5479 CZ324 20150113 13 6 weekday 0 997 low
5480 CZ323 20150113 21 6 weekday 0 1279 high
5481 CZ324 20150114 13 7 weekday 0 668 low
5482 CZ323 20150114 21 7 weekday 0 1260 high
5483 CZ324 20150115 13 8 weekday 0 1222 high
5484 CZ323 20150115 21 8 weekday 0 1279 high
5485 CZ324 20150116 13 9 weekend 0 828 low
5486 CZ323 20150116 21 9 weekend 0 990 low
5487 CZ323 20150107 21 0 weekday 1 950 low
5488 CZ324 20150107 13 0 weekday 1 1620 high
5489 CZ323 20150108 21 1 weekday 1 937 low
5490 CZ324 20150108 13 1 weekday 1 662 low
5491 CZ323 20150109 21 2 weekend 1 937 low
5492 CZ324 20150109 13 2 weekend 1 782 low
5493 CZ324 20150110 13 3 weekend 1 668 low
5494 CZ323 20150110 21 3 weekend 1 937 low
5495 CZ324 20150111 13 4 weekend 1 826 low
5496 CZ323 20150111 21 4 weekend 1 1241 high
5497 CZ324 20150112 13 5 weekday 1 994 low
5498 CZ323 20150112 21 5 weekday 1 1241 high
5499 CZ324 20150113 13 6 weekday 1 994 low
5500 CZ323 20150113 21 6 weekday 1 1241 high
5501 CZ324 20150114 13 7 weekday 1 753 low
5502 CZ323 20150114 21 7 weekday 1 1241 high
5503 CZ324 20150115 13 8 weekday 1 1243 high
5504 CZ323 20150115 21 8 weekday 1 1241 high
5505 CZ324 20150116 13 9 weekend 1 839 low
5506 CZ323 20150116 21 9 weekend 1 937 low
5507 CZ323 20150107 21 0 weekday 2 1110 low
5508 CZ324 20150107 13 0 weekday 2 1860 high
5509 CZ323 20150108 21 1 weekday 2 937 low
5510 CZ324 20150108 13 1 weekday 2 908 low
5511 CZ323 20150109 21 2 weekend 2 937 low
5512 CZ324 20150109 13 2 weekend 2 908 low
5513 CZ324 20150110 13 3 weekend 2 908 low
5514 CZ323 20150110 21 3 weekend 2 937 low
5515 CZ324 20150111 13 4 weekend 2 839 low
5516 CZ323 20150111 21 4 weekend 2 1241 high
5517 CZ324 20150112 13 5 weekday 2 969 low
5518 CZ323 20150112 21 5 weekday 2 1241 high
5519 CZ324 20150113 13 6 weekday 2 969 low
5520 CZ323 20150113 21 6 weekday 2 1241 high
5521 CZ324 20150114 13 7 weekday 2 801 low
5522 CZ323 20150114 21 7 weekday 2 1238 high
5523 CZ324 20150115 13 8 weekday 2 1360 high
5524 CZ323 20150115 21 8 weekday 2 1238 high
5525 CZ324 20150116 13 9 weekend 2 969 low
5526 CZ323 20150116 21 9 weekend 2 1230 high
5527 CZ324 20150107 13 0 weekday 3 776 low
5528 CZ323 20150108 21 1 weekday 3 937 low
5529 CZ324 20150108 13 1 weekday 3 908 low
5530 CZ323 20150109 21 2 weekend 3 1095 low
5531 CZ324 20150109 13 2 weekend 3 908 low
5532 CZ323 20150110 21 3 weekend 3 937 low
5533 CZ324 20150110 13 3 weekend 3 908 low
5534 CZ324 20150111 13 4 weekend 3 1262 high
5535 CZ323 20150111 21 4 weekend 3 1241 high
5536 CZ324 20150112 13 5 weekday 3 1172 low
5537 CZ323 20150112 21 5 weekday 3 1241 high
5538 CZ324 20150113 13 6 weekday 3 971 low
5539 CZ323 20150113 21 6 weekday 3 1241 high
5540 CZ324 20150114 13 7 weekday 3 656 low
5541 CZ323 20150114 21 7 weekday 3 1238 high
5542 CZ324 20150115 13 8 weekday 3 974 low
5543 CZ323 20150115 21 8 weekday 3 1238 high
5544 CZ324 20150116 13 9 weekend 3 1129 low
5545 CZ323 20150116 21 9 weekend 3 1287 high
5546 CZ323 20150108 21 0 weekday 0 950 low
5547 CZ324 20150108 13 0 weekday 0 920 low
5548 CZ323 20150109 21 1 weekend 0 1110 low
5549 CZ324 20150109 13 1 weekend 0 920 low
5550 CZ323 20150110 21 2 weekend 0 964 low
5551 CZ324 20150110 13 2 weekend 0 934 low
5552 CZ324 20150111 13 3 weekend 0 1003 low
5553 CZ323 20150111 21 3 weekend 0 1260 high
5554 CZ324 20150112 13 4 weekday 0 1246 high
5555 CZ323 20150112 21 4 weekday 0 1260 high
5556 CZ324 20150113 13 5 weekday 0 1003 low
5557 CZ323 20150113 21 5 weekday 0 1279 high
5558 CZ324 20150114 13 6 weekday 0 663 low
5559 CZ323 20150114 21 6 weekday 0 1260 high
5560 CZ324 20150115 13 7 weekday 0 1003 low
5561 CZ323 20150115 21 7 weekday 0 1279 high
5562 CZ324 20150116 13 8 weekend 0 1003 low
5563 CZ323 20150116 21 8 weekend 0 1310 high
5564 CZ324 20150117 13 9 weekend 0 834 low
5565 CZ323 20150117 21 9 weekend 0 842 low
5566 CZ323 20150108 21 0 weekday 1 950 low
5567 CZ324 20150108 13 0 weekday 1 920 low
5568 CZ323 20150109 21 1 weekend 1 1095 low
5569 CZ324 20150109 13 1 weekend 1 908 low
5570 CZ323 20150110 21 2 weekend 1 937 low
5571 CZ324 20150110 13 2 weekend 1 908 low
5572 CZ324 20150111 13 3 weekend 1 992 low
5573 CZ323 20150111 21 3 weekend 1 1241 high
5574 CZ324 20150112 13 4 weekday 1 1240 high
5575 CZ323 20150112 21 4 weekday 1 1241 high
5576 CZ324 20150113 13 5 weekday 1 992 low
5577 CZ323 20150113 21 5 weekday 1 1241 high
5578 CZ324 20150114 13 6 weekday 1 663 low
5579 CZ323 20150114 21 6 weekday 1 1241 high
5580 CZ324 20150115 13 7 weekday 1 1240 high
5581 CZ323 20150115 21 7 weekday 1 1241 high
5582 CZ324 20150116 13 8 weekend 1 992 low
5583 CZ323 20150116 21 8 weekend 1 1290 high
5584 CZ324 20150117 13 9 weekend 1 821 low
5585 CZ323 20150117 21 9 weekend 1 779 low
5586 CZ323 20150108 21 0 weekday 2 1110 low
5587 CZ324 20150108 13 0 weekday 2 1070 low
5588 CZ323 20150109 21 1 weekend 2 1091 low
5589 CZ324 20150109 13 1 weekend 2 904 low
5590 CZ323 20150110 21 2 weekend 2 933 low
5591 CZ324 20150110 13 2 weekend 2 904 low
5592 CZ323 20150111 21 3 weekend 2 1551 high
5593 CZ324 20150111 13 3 weekend 2 1208 high
5594 CZ324 20150112 13 4 weekday 2 1208 high
5595 CZ323 20150112 21 4 weekday 2 1236 high
5596 CZ324 20150113 13 5 weekday 2 966 low
5597 CZ323 20150113 21 5 weekday 2 1236 high
5598 CZ324 20150114 13 6 weekday 2 653 low
5599 CZ323 20150114 21 6 weekday 2 1236 high
5600 CZ324 20150115 13 7 weekday 2 1212 high
5601 CZ323 20150115 21 7 weekday 2 1236 high
5602 CZ324 20150116 13 8 weekend 2 971 low
5603 CZ323 20150116 21 8 weekend 2 1286 high
5604 CZ324 20150117 13 9 weekend 2 803 low
5605 CZ323 20150117 21 9 weekend 2 930 low
5606 CZ323 20150109 21 1 weekend 3 1236 high
5607 CZ324 20150109 13 1 weekend 3 1052 low
5608 CZ323 20150110 21 2 weekend 3 933 low
5609 CZ324 20150110 13 2 weekend 3 904 low
5610 CZ323 20150111 21 3 weekend 3 1551 high
5611 CZ324 20150111 13 3 weekend 3 1212 high
5612 CZ324 20150112 13 4 weekday 3 1262 high
5613 CZ323 20150112 21 4 weekday 3 1236 high
5614 CZ324 20150113 13 5 weekday 3 968 low
5615 CZ323 20150113 21 5 weekday 3 1236 high
5616 CZ324 20150114 13 6 weekday 3 650 low
5617 CZ323 20150114 21 6 weekday 3 1236 high
5618 CZ324 20150115 13 7 weekday 3 1204 high
5619 CZ323 20150115 21 7 weekday 3 1230 high
5620 CZ324 20150116 13 8 weekend 3 910 low
5621 CZ323 20150116 21 8 weekend 3 1286 high
5622 CZ324 20150117 13 9 weekend 3 800 low
5623 CZ323 20150117 21 9 weekend 3 1246 high
5624 CZ323 20150109 21 0 weekend 0 1260 high
5625 CZ324 20150109 13 0 weekend 0 1150 low
5626 CZ323 20150110 21 1 weekend 0 950 low
5627 CZ324 20150110 13 1 weekend 0 920 low
5628 CZ323 20150111 21 2 weekend 0 1604 high
5629 CZ324 20150111 13 2 weekend 0 1253 high
5630 CZ323 20150112 21 3 weekday 0 1260 high
5631 CZ324 20150112 13 3 weekday 0 1253 high
5632 CZ324 20150113 13 4 weekday 0 1002 low
5633 CZ323 20150113 21 4 weekday 0 1385 high
5634 CZ324 20150114 13 5 weekday 0 663 low
5635 CZ323 20150114 21 5 weekday 0 1260 high
5636 CZ324 20150115 13 6 weekday 0 1253 high
5637 CZ323 20150115 21 6 weekday 0 1279 high
5638 CZ324 20150116 13 7 weekend 0 1002 low
5639 CZ323 20150116 21 7 weekend 0 1310 high
5640 CZ324 20150117 13 8 weekend 0 832 low
5641 CZ323 20150117 21 8 weekend 0 1270 high
5642 CZ324 20150118 13 9 weekend 0 832 low
5643 CZ323 20150118 21 9 weekend 0 1140 low
5644 CZ323 20150109 21 0 weekend 1 1260 high
5645 CZ324 20150109 13 0 weekend 1 1160 low
5646 CZ323 20150110 21 1 weekend 1 933 low
5647 CZ324 20150110 13 1 weekend 1 904 low
5648 CZ323 20150111 21 2 weekend 1 1556 high
5649 CZ324 20150111 13 2 weekend 1 1240 high
5650 CZ323 20150112 21 3 weekday 1 1236 high
5651 CZ324 20150112 13 3 weekday 1 1240 high
5652 CZ324 20150113 13 4 weekday 1 990 low
5653 CZ323 20150113 21 4 weekday 1 1236 high
5654 CZ324 20150114 13 5 weekday 1 663 low
5655 CZ323 20150114 21 5 weekday 1 1236 high
5656 CZ324 20150115 13 6 weekday 1 1240 high
5657 CZ323 20150115 21 6 weekday 1 1236 high
5658 CZ324 20150116 13 7 weekend 1 820 low
5659 CZ323 20150116 21 7 weekend 1 1286 high
5660 CZ324 20150117 13 8 weekend 1 820 low
5661 CZ323 20150117 21 8 weekend 1 1246 high
5662 CZ324 20150118 13 9 weekend 1 820 low
5663 CZ323 20150118 21 9 weekend 1 1121 low
5664 CZ323 20150109 21 0 weekend 2 1580 high
5665 CZ324 20150109 13 0 weekend 2 1710 high
5666 CZ323 20150110 21 1 weekend 2 933 low
5667 CZ324 20150110 13 1 weekend 2 904 low
5668 CZ323 20150111 21 2 weekend 2 1556 high
5669 CZ324 20150111 13 2 weekend 2 1204 high
5670 CZ323 20150112 21 3 weekday 2 1555 high
5671 CZ324 20150112 13 3 weekday 2 1189 low
5672 CZ324 20150113 13 4 weekday 2 967 low
5673 CZ323 20150113 21 4 weekday 2 1236 high
5674 CZ324 20150114 13 5 weekday 2 680 low
5675 CZ323 20150114 21 5 weekday 2 1236 high
5676 CZ324 20150115 13 6 weekday 2 1179 low
5677 CZ323 20150115 21 6 weekday 2 1236 high
5678 CZ324 20150116 13 7 weekend 2 839 low
5679 CZ323 20150116 21 7 weekend 2 1286 high
5680 CZ324 20150117 13 8 weekend 2 800 low
5681 CZ323 20150117 21 8 weekend 2 1246 high
5682 CZ324 20150118 13 9 weekend 2 967 low
5683 CZ323 20150118 21 9 weekend 2 1286 high
5684 CZ323 20150110 21 1 weekend 3 933 low
5685 CZ324 20150110 13 1 weekend 3 904 low
5686 CZ323 20150111 21 2 weekend 3 1540 high
5687 CZ324 20150111 13 2 weekend 3 1628 high
5688 CZ323 20150112 21 3 weekday 3 1539 high
5689 CZ324 20150112 13 3 weekday 3 1614 high
5690 CZ324 20150113 13 4 weekday 3 1200 high
5691 CZ323 20150113 21 4 weekday 3 1236 high
5692 CZ324 20150114 13 5 weekday 3 810 low
5693 CZ323 20150114 21 5 weekday 3 1236 high
5694 CZ324 20150115 13 6 weekday 3 1461 high
5695 CZ323 20150115 21 6 weekday 3 1236 high
5696 CZ324 20150116 13 7 weekend 3 976 low
5697 CZ323 20150116 21 7 weekend 3 1444 high
5698 CZ324 20150117 13 8 weekend 3 810 low
5699 CZ323 20150117 21 8 weekend 3 1246 high
5700 CZ324 20150118 13 9 weekend 3 976 low
5701 CZ323 20150118 21 9 weekend 3 1286 high
5702 CZ323 20150110 21 0 weekend 0 950 low
5703 CZ324 20150110 13 0 weekend 0 1017 low
5704 CZ323 20150111 21 1 weekend 0 1580 high
5705 CZ324 20150111 13 1 weekend 0 1633 high
5706 CZ323 20150112 21 2 weekday 0 1539 high
5707 CZ324 20150112 13 2 weekday 0 1633 high
5708 CZ324 20150113 13 3 weekday 0 991 low
5709 CZ323 20150113 21 3 weekday 0 1260 high
5710 CZ324 20150114 13 4 weekday 0 820 low
5711 CZ323 20150114 21 4 weekday 0 1260 high
5712 CZ324 20150115 13 5 weekday 0 1485 high
5713 CZ323 20150115 21 5 weekday 0 1260 high
5714 CZ324 20150116 13 6 weekend 0 1153 low
5715 CZ323 20150116 21 6 weekend 0 1310 high
5716 CZ324 20150117 13 7 weekend 0 820 low
5717 CZ323 20150117 21 7 weekend 0 1270 high
5718 CZ324 20150118 13 8 weekend 0 991 low
5719 CZ323 20150118 21 8 weekend 0 1310 high
5720 CZ324 20150119 13 9 weekday 0 700 low
5721 CZ323 20150119 21 9 weekday 0 1020 low
5722 CZ323 20150110 21 0 weekend 1 1041 low
5723 CZ324 20150110 13 0 weekend 1 1016 low
5724 CZ323 20150111 21 1 weekend 1 1556 high
5725 CZ324 20150111 13 1 weekend 1 1678 high
5726 CZ323 20150112 21 2 weekday 1 1539 high
5727 CZ324 20150112 13 2 weekday 1 1678 high
5728 CZ323 20150113 21 3 weekday 1 1236 high
5729 CZ324 20150113 13 3 weekday 1 1005 low
5730 CZ323 20150114 21 4 weekday 1 1236 high
5731 CZ324 20150114 13 4 weekday 1 831 low
5732 CZ324 20150115 13 5 weekday 1 1504 high
5733 CZ323 20150115 21 5 weekday 1 1236 high
5734 CZ324 20150116 13 6 weekend 1 1179 low
5735 CZ323 20150116 21 6 weekend 1 1286 high
5736 CZ324 20150117 13 7 weekend 1 831 low
5737 CZ323 20150117 21 7 weekend 1 1246 high
5738 CZ324 20150118 13 8 weekend 1 1005 low
5739 CZ323 20150118 21 8 weekend 1 1286 high
5740 CZ324 20150119 13 9 weekday 1 710 low
5741 CZ323 20150119 21 9 weekday 1 933 low
5742 CZ323 20150110 21 0 weekend 2 1040 low
5743 CZ324 20150110 13 0 weekend 2 920 low
5744 CZ323 20150111 21 1 weekend 2 1556 high
5745 CZ324 20150111 13 1 weekend 2 1614 high
5746 CZ323 20150112 21 2 weekday 2 1010 low
5747 CZ324 20150112 13 2 weekday 2 1614 high
5748 CZ324 20150113 13 3 weekday 2 1214 high
5749 CZ323 20150113 21 3 weekday 2 1010 low
5750 CZ324 20150114 13 4 weekday 2 1601 high
5751 CZ323 20150114 21 4 weekday 2 1237 high
5752 CZ324 20150115 13 5 weekday 2 1437 high
5753 CZ323 20150115 21 5 weekday 2 1230 high
5754 CZ324 20150116 13 6 weekend 2 1128 low
5755 CZ323 20150116 21 6 weekend 2 1279 high
5756 CZ324 20150117 13 7 weekend 2 803 low
5757 CZ323 20150117 21 7 weekend 2 1247 high
5758 CZ324 20150118 13 8 weekend 2 972 low
5759 CZ323 20150118 21 8 weekend 2 1286 high
5760 CZ324 20150119 13 9 weekday 2 693 low
5761 CZ323 20150119 21 9 weekday 2 1240 high
5762 CZ323 20150110 21 0 weekend 3 1109 low
5763 CZ324 20150110 13 0 weekend 3 1050 low
5764 CZ323 20150111 21 1 weekend 3 1556 high
5765 CZ324 20150111 13 1 weekend 3 1646 high
5766 CZ323 20150112 21 2 weekday 3 1539 high
5767 CZ324 20150112 13 2 weekday 3 1646 high
5768 CZ323 20150113 21 3 weekday 3 1550 high
5769 CZ324 20150113 13 3 weekday 3 1248 high
5770 CZ324 20150114 13 4 weekday 3 1646 high
5771 CZ323 20150114 21 4 weekday 3 1237 high
5772 CZ324 20150115 13 5 weekday 3 1468 high
5773 CZ323 20150115 21 5 weekday 3 1230 high
5774 CZ324 20150116 13 6 weekend 3 1154 low
5775 CZ323 20150116 21 6 weekend 3 1279 high
5776 CZ324 20150117 13 7 weekend 3 825 low
5777 CZ323 20150117 21 7 weekend 3 1247 high
5778 CZ324 20150118 13 8 weekend 3 1030 low
5779 CZ323 20150118 21 8 weekend 3 1286 high
5780 CZ324 20150119 13 9 weekday 3 700 low
5781 CZ323 20150119 21 9 weekday 3 1240 high
5782 CZ323 20150111 21 0 weekend 0 1580 high
5783 CZ324 20150111 13 0 weekend 0 1690 high
5784 CZ323 20150112 21 1 weekday 0 1539 high
5785 CZ324 20150112 13 1 weekday 0 1690 high
5786 CZ323 20150113 21 2 weekday 0 1580 high
5787 CZ324 20150113 13 2 weekday 0 1272 high
5788 CZ323 20150114 21 3 weekday 0 1260 high
5789 CZ324 20150114 13 3 weekday 0 1684 high
5790 CZ324 20150115 13 4 weekday 0 1517 high
5791 CZ323 20150115 21 4 weekday 0 1260 high
5792 CZ324 20150116 13 5 weekend 0 1188 low
5793 CZ323 20150116 21 5 weekend 0 1310 high
5794 CZ324 20150117 13 6 weekend 0 850 low
5795 CZ323 20150117 21 6 weekend 0 1270 high
5796 CZ324 20150118 13 7 weekend 0 1030 low
5797 CZ323 20150118 21 7 weekend 0 1310 high
5798 CZ324 20150119 13 8 weekday 0 700 low
5799 CZ323 20150119 21 8 weekday 0 1260 high
5800 CZ324 20150120 13 9 weekday 0 700 low
5801 CZ323 20150120 21 9 weekday 0 949 low
5802 CZ323 20150111 21 0 weekend 1 1580 high
5803 CZ324 20150111 13 0 weekend 1 1689 high
5804 CZ323 20150112 21 1 weekday 1 1539 high
5805 CZ324 20150112 13 1 weekday 1 1675 high
5806 CZ323 20150113 21 2 weekday 1 1556 high
5807 CZ324 20150113 13 2 weekday 1 1260 high
5808 CZ323 20150114 21 3 weekday 1 1240 high
5809 CZ324 20150114 13 3 weekday 1 1675 high
5810 CZ324 20150115 13 4 weekday 1 1504 high
5811 CZ323 20150115 21 4 weekday 1 1240 high
5812 CZ324 20150116 13 5 weekend 1 1172 low
5813 CZ323 20150116 21 5 weekend 1 1289 high
5814 CZ324 20150117 13 6 weekend 1 831 low
5815 CZ323 20150117 21 6 weekend 1 1249 high
5816 CZ324 20150118 13 7 weekend 1 831 low
5817 CZ323 20150118 21 7 weekend 1 1289 high
5818 CZ324 20150119 13 8 weekday 1 710 low
5819 CZ323 20150119 21 8 weekday 1 1249 high
5820 CZ324 20150120 13 9 weekday 1 710 low
5821 CZ323 20150120 21 9 weekday 1 936 low
5822 CZ323 20150111 21 0 weekend 2 1580 high
5823 CZ324 20150111 13 0 weekend 2 1370 high
5824 CZ323 20150112 21 1 weekday 2 1182 low
5825 CZ324 20150112 13 1 weekday 2 1665 high
5826 CZ323 20150113 21 2 weekday 2 1484 high
5827 CZ324 20150113 13 2 weekday 2 1248 high
5828 CZ324 20150114 13 3 weekday 2 1665 high
5829 CZ323 20150114 21 3 weekday 2 1240 high
5830 CZ324 20150115 13 4 weekday 2 1540 high
5831 CZ323 20150115 21 4 weekday 2 1240 high
5832 CZ324 20150116 13 5 weekend 2 1159 low
5833 CZ323 20150116 21 5 weekend 2 1289 high
5834 CZ324 20150117 13 6 weekend 2 821 low
5835 CZ323 20150117 21 6 weekend 2 1249 high
